Район,Конкурс,Год,Количество участников,Средний балл,Необходимые знания
Район5,Французский язык_ШЭ,2024,197,39.6,Общие знания
Район5,Французский язык_МЭ,2024,126,26.5,Общие знания
Район5,Французский язык_РЭ,2024,175,31.39,Общие знания
Район5,Французский язык_ЗЭ,2024,201,37.66,Общие знания
Район5,Химия_ШЭ,2023,113,23.03,"Основы химии, химические реакции, периодическая таблица."
Район5,Химия_МЭ,2023,199,36.38,"Лабораторные методы, анализ химических веществ."
Район5,Химия_РЭ,2023,11,16.43,"Решение химических задач, работа с формулами."
Район5,Химия_ЗЭ,2023,229,43.29,"История химии, влияние на медицину."
Район5,Химия_ШЭ,2024,101,20.66,Углубленное изучение органической и неорганической химии.
Район5,Химия_МЭ,2024,83,17.94,Применение химических знаний в повседневной жизни.
Район5,Химия_РЭ,2024,206,37.57,Работа с химическими реакциями и их механизмами.
Район5,Химия_ЗЭ,2024,133,30.08,Современные достижения в химии и химической технологии.
Район5,Экология_ШЭ,2023,125,26.43,"Основы экологии, знание экосистем и их компонентов."
Район5,Экология_МЭ,2023,207,41.55,Изучение взаимодействия организмов и окружающей среды.
Район5,Экология_РЭ,2023,130,31.52,Анализ экологических данных и проблем.
Район5,Экология_ШЭ,2024,77,16.93,Углубленное изучение экологических процессов и их динамики.
Район5,Экология_МЭ,2024,168,33.59,Анализ современных экологических проблем и их решений.
